14,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,36.7461657,-3.0175375,https://goo.gl/maps/7hNgkXdCQEhw55Hk9,"Paseo Marítimo 13, ADra  Almería ",950401000,,http://www.cruzroja.es/principal/web/provincial-almeria/,Cruz Roja,Servcios y apoyo e informacion a inmigrantes y  personas en riesgos de exclusion social,,خدمات ودعم ومعلومات للمهاجرين والأشخاص المعرضين للتهميش الاجتماعي,,Services et soutien et information pour les immigrés et les personnes à risque d'exclusion sociale,,"Services, support and information for immigrants and people at risk of social exclusion",
15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.8388732,-2.4643823,https://goo.gl/maps/yPpu1d1vwdgo9u2Y7,"C/Padre Luque, 11-2o, Almería",950265830,almeriaacoge@almeriaacoge.org,https://www.almeriaacoge.org/,Almería Acoge,Servcios y apoyo e informacion a inmigrantes y  personas en riesgos de exclusion social,,خدمات ودعم ومعلومات للمهاجرين والأشخاص المعرضين للتهميش الاجتماعي,,Services et soutien et information pour les immigrés et les personnes à risque d'exclusion sociale,,"Services, support and information for immigrants and people at risk of social exclusion",
16,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36.8420112,-2.4617745,https://goo.gl/maps/qtDm5cswncBQ2uKt6,"C/Alcalde Muñoz, 10",950231133,,http://caritasalmeria.es/,Cáritas,Servcios y apoyo e informacion a inmigrantes y  personas en riesgos de exclusion social,,خدمات ودعم ومعلومات للمهاجرين والأشخاص المعرضين للتهميش الاجتماعي,,Services et soutien et information pour les immigrés et les personnes à risque d'exclusion sociale,,"Services, support and information for immigrants and people at risk of social exclusion",
17,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,36.8478934,-2.4692044,https://goo.gl/maps/gHSWfd62FmkWbSpK8,"Calle Largo Caballero, 52 Almería",950271575,,http://cepaim.org/tag/almeria/,CEPAIM,"Información general, centros de acogida, protección internacional",,معلومات عامة، مراكز الإيواء، حماية دولية,,"centres d'information générale, la protection internationale",,"General information, X13reception centers, international protection",
18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,36.8388732,-2.4643823,https://goo.gl/maps/yPpu1d1vwdgo9u2Y7,"C/ Padre Luque 11, 2o, Almería",950271575,,http://cepaim.org/tag/almeria/,CEPAIM,"Información general, centros de acogida, protección internacional",,معلومات عامة، مراكز الإيواء، حماية دولية,,"centres d'information générale, la protection internationale",,"General information, reception centers, international protection",
19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,36.84299,-2.44302,https://goo.gl/maps/hBAn9pC2SSpyn2pH6,"c/Jorge Guillén, 1, Bajo, en frente al Carrefour, Almería.","950170038,003463727513",,Boletín informativo del SOC – SAT Almería (socsatalmeria.org),SAT/SOC,"Asesoría jurídica, apoyo político",,المشورة الحقوقية، الدعم السياسي,,"juridique, soutien politique",,"Legal advice, political support",
20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,36.83871,-2.4481099,https://goo.gl/maps/DgTtLzPphnyi2g7V9,"C/Juan de la Encina, 2, Almería",0034950252432,,https://www.medicosdelmundo.org/quienes-somos/sedes/medicos-del-mundo-andalucia,Médicos del Mundo,"Primeras necesidades, ayuda sanitaria",,الاحتياجات الأساسية، المساعدة الصحية,,"première nécessité d'abord, l'aide médicale",,"Basic needs, health care",
21,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,36.837784,-2.4653212,https://goo.gl/maps/ZqpTDtXxjREQDaKa7,"C/ Séneca 6, 04001 Almería",950100546,almeria@mzc.es,https://www.mzc.es/,Mujeres en Zona de Conflicto,"Asesoramiento jurídico/psicológico/laboral, acompañamientos, atención social a mujeres e hijxs ",,مشورة حقوقية/نفسية/وظيفية، مرافقة، رعاية اجتماعية للنساء والأبناء والبنات,,"conseil juridique / psychologique / emploi, accompagnement, services sociaux pour les femmes et hijxs",,"Legal / psychological / employment counseling, accompaniment, social care for women and children",
22,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,36.8345463,-2.4539878,https://goo.gl/maps/ET97v5bp2b3Nw3N9A,"Local 1, Ctra. Sierra Alhamilla, 54, 04007 Almería",950650009,info@colegaalmeria.com,http://colegaalmeria.com/,"COLEGA Asociación Colectivo de Lesbianas, Gays, Bisexuales y Transexuales de Almería","Asesoría jurídica, psicológica e informativa para LGBTI. Sensibilización",,مشورة حقوقية، نفسية وتأهيلية لمجتمع الميم. التوعية,,"conseil juridique, psychologique et informatif LGBTI. Sensibilisation",,"Legal advice, psychological counseling and information for LGBTI. Raising awareness.",
23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,36.8506202,-2.4359498,https://goo.gl/maps/eSFgQjXPXEUngsjh6,"C/Fuente de los Molinos, 127, Almería",950227984,administracion@asociacioninnova.org,Inicio (asociacioninnova.org),Asociación Innova,Orientación e inserción laboral de menores de 16 a 18 que están en el sistema de protección de menores y a jóvenes ex tutelados mayores de 18,,توجيه وظيفي ودخول سوق العمل للقصر بين 16 و18 سنة الموجودون ضمن نظام حماية القصر والشباب فوق عمر 18 سنة الذين خضعوا لقوامة الدولة سابقًا,,Orientation et de l'emploi des enfants de moins de 16 à 18 ans qui sont dans le système laissant soins aux personnes âgées 18 de la protection des mineurs et des jeunes,,Guidance and employment for children between 16 and 18 who are in the system for the protection of minors and young people leaving care aged 18,
24,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36.8374354,-2.4714501,https://goo.gl/maps/JCytUV6N2g77CDcdA,"Parque Nicolás Salmerón, 40. Almería",,,,"Bocadillo, café y ducha",Albergues y centros de día,,مآوٍ ومراكز نهارية,,Auberges et centres de jour,,Shelters and day centers,
25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.5128793,-6.2734439,https://goo.gl/maps/nfxzYchYCxwq1R7DA,"Calle Barbate, 62, 1oC, 11012 Cádiz",956228511,cadiz@apdha.org,http://apdhacadiz.wordpress.com,APDHA (Asociación Pro Derechos Humanos de Andalucía),"Información, defensa de derechos",,معلومات، الدفاع عن الحقوق,,"Information, sensibilisation",,"Information, rights X20advocacy",
26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36.1271929,-5.450804,https://goo.gl/maps/Dh728ciMJYG55637A,"Avd. Agustín Bálsamo S/N, 11205 Algeciras",956668555,centropadrecruceyra.cdcadiz@caritas.es,Programas de acción social (caritas.es),"Centro social ""Padre Cuceyra"" -Cáritas","Atención social, comida, duchas, peluquería",,رعاية اجتماعية، طعام، حمامات، حلاقة,,"services sociaux, de la nourriture, des douches, salon de coiffure",,"Social care, food, showers, hairdresser",
27,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,36.13439,-5.4505137,https://goo.gl/maps/CxmUhYWWTDYgtLXS8,"C/ Gregorio Marañón 1, Algeciras",956634828,,,Comité Anti-sida – Campo de Gibraltar,"Atención social, desayuno(9h00-10h30)",,رعاية اجتماعية، إفطار (9:00-10:30),,"les services sociaux, le petit-déjeuner (9h00-10h30)",,"Social care, breakfast (9 a.m.-10.30 a.m.X22)",
28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37.3840655,-5.9706902,https://goo.gl/maps/iH5LFg4aJGy2CVby9,"Sánchez Pizjuán, 9, local sótano. Sevilla, 41009",954903541,codenaf@codenaf.org,http://www.codenaf.org,CODENAF Sevilla,Cooperación y Desarrollo con el Norte de África),,التعاون والتطوير مع شمال إفريقيا),,La coopération au développement et de l'Afrique du Nord),,Development and cooperation with North Africa),
29,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,37.3904683,-6.004782,https://goo.gl/maps/E9NhYJuHS4wa1uf76,"Avda. Cristo de la Expiración, s/n (Bajos del Puente del Cachorro) 41001 Sevilla",954902960,,https://sevillaacoge.org/,Sevilla Acoge,"Asesoramiento social y legal, formación, apoyo a familias migrantes, atención especializada a mujeres y menores",,مشورة اجتماعية وقانونية، تأهيل، دعم العائلات المهاجرة، رعاية مُخصصة للنساء والقُصّر,,"réduire conseils sociaux et juridiques, la formation, le soutien aux familles migrantes, des soins spécialisés pour les femmes et",,"Social and legal advice, training, support for migrant families, specialized care for women and children",
30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,622289828,,,Asociación RedMadre,Ayuda al embarazo,,مساعدة الحوامل,,aide à la grossesse,,Assistance with pregnancy,
31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.4695451,-6.3869626,https://goo.gl/maps/a42ejzdGURVKav6w9,"Calle Amberes 10, 5b 10005 Cáceres",927629370,adhex@centroderechoshumanos.com,,Asociación de Derechos Humanos de Extremadura (ADHEX),Asesoramiento jurídico y social,,مشورة حقوقية واجتماعية,,Conseil juridique et social,,Social and legal advice,
32,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,39.4767304,-6.3721718,https://goo.gl/maps/oB4TohTMmMoBF8887,"C/General Margallo,9. Bajo 10003 Cáceres",927707905,caceres@mzc.es ,https://www.mzc.es/,Mujeres en Zona de Conflicto,Mujeres víctima de trata o violencia de género,,نساء ضحايا الإتجار بالبشر أو العنف ضد المرأة,,Femmes victimes de traite humaine ou de violence de genre ,,Women victims of trafficking or domestic violence,
33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43.3645149,-8.4194076,https://goo.gl/maps/3VvJJU37RXTbFTDx7,"C/ Villa de Negreira, 9, 15011 A Coruña",881898930,comunicacion@equuszebra.es,https://www.guiaongs.org/directorio/ongs/equus-zebra-5-1-397/,Equus Zebra,"Asesoramiento legal, orientación laboral, clases de castellano, apoyo sanitario, apoyo a mujeres con hijxs y apoyo a víctimas de trata",,مشورة قانونية، توجيه وظيفي، دروس اللغة الإسبانية، الدعم الصحي، دعم النساء ذوات أبناء وبنات ودعم ضحايا الإتجار بالبشر,,"Conseil juridique, orientation professionnelle, classe d'espagnol, aide sanitaire, aide aux femmes avec enfants ou victimes de traite humaine.",,"Legal advice, vocational guidance, Spanish classes, health care, support for women with children or victims of human trafficking.",
34,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,43.3577733,-8.4066978,https://goo.gl/maps/vhMW8NsJgsP2dXQ2A,"Plaza José Toubes Pego 1, 2º, 15007 A Coruña",981168897,galicia@accem.es,https://www.accem.es/,ACCEM,"Clases de castellano, vivienda de emergencia, asistencia jurídica, atención psicológica.",,دروس اللغة الإسبانية، منزل للطوارئ، مساعدة حقوقية، رعاية نفسية.,,"Cours d'espagnol, logement d'urgence, conseil juridique, soutien psychologique",,"Spanish classes, emergency accomodation, legal advice and psychological counsellling",
35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43.3627673,-8.4136678,https://goo.gl/maps/m1q2Q2eAHM4Fe3VX9,"Avenida Finisterre 109, 15004 A Coruña",881965692,ong@ecosdosur.org,http://www.ecosdosur.org/,Ecos do Sur,"Asistencia jurídica, orientación prelaboral y laboral, clases de castellano, programa sanitario (apoyo ayuda a servicios de salud), apoyo a madres, apoyo a víctimas de trata",,مساعدة حقوقية، توجيه وظيفي ومسبق، دروس اللغة الإسبانية، برنامج صحي (دعم مساعدة الخدمات الصحية)، دعم للأمهات، دعم ضحايا الإتجار بالبشر,,"Conseil juridique, orientation préprofessionnelle et professionnelle, cours d'espagnol, programme de santé( aide aux services de santé), soutien aux mères, soutien aux victimes de traite humaine.",,"Legal advice, pre-job and job gudiance, Spanish classes, health programme (support & back-up for health services) , support for mothers, support for trafficking victims",
36,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,43.361922,-8.425708,https://goo.gl/maps/J5WthKrfZ1S55YDbA,"Rúa Monasterio de Caaveiro, 4, 15010 A Coruña",881889460,info@viraventos.org,https://www.viraventos.org,Viraventos,"Apoyo a madres, apoyo escolar, orientación prelaboral y laboral, formaciones",,دعم للأمهات، دعم مدرسي، توجيه وظيفي ومسبق، تأهيل,,"Soutien aux mères, soutien scolaire, orientation pre et professionnelle, formations",,"Support for mothers, school assistance, pre-job and job guidance, training",
37,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,43.3604702,-8.4204357,"https://www.google.com/maps/place/R%C3%BAa+Alcalde+Lens,+34,+1%C2%BAC,+15010+A+Coru%C3%B1a/@43.3604702,-8.4226244,17z/data=!3m1!4b1!4m5!3m4!1s0xd2e7cf36558ac65:0x9da39ca8b7eaa054!8m2!3d43.3604702!4d-8.4204357","C/ Alcalde Lens 34, 1ºC, 15010 A Coruña","881963797,698163742",info@sosracismogalicia.org,https://sosracismo.eu/,SOS Racismo,"Asistencia jurídica, oficina de denuncia ante discriminación racista o xenófoba",,مساعدة حقوقية، مكتب الإبلاغ عن حالات التمييز العنصري أو كره الأجانب,,"Conseil juridique, bureau de plainte face a une discrimination raciste ou xénophobe.",,"Legal advice, office for the denunciation of racist and xenophobic discrimination",
38,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,43.35845,-8.4169284,https://goo.gl/maps/g8xyxz7jgwW5SWna7,"Plaza de nuestra Señora s/n piso 3º, 15007 A Coruña","981184377,981189867",uami@coruna.es,https://www.coruna.gal/serviciossociales/es/centros-y-entidades/centros-de-atencion-social/unidades-de-atencion-social/unidad-de-asesoramiento-a-las-migraciones-uami/entidad/1149055921624?argIdioma=es,UAMI (Servicio Municipal),"Asistencia jurídica, orientación laboral",,مساعدة حقوقية، توجيه وظيفي,,"Conseil juridique,orientation professionnelle",,Legal and employment advice,
39,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,43.3576389,-8.4175806,https://goo.gl/maps/UTzv8rpgTmymm1by5,"C/ Antonio Pereira, 15007 A Coruña",629817581,ecodesarrollogaia@ecodesarrollogaia.o rg,https://ecodesarrollogaia.org/,Ecodesarroio Gaia,"Clases de castellano, acogida e información inicial",,دروس اللغة الإسبانية، إيواء ومعلومات مبدئية,,"Cours d'espagnol, accueil et information initiale",,"General information and guidance, Spanish classes",
40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43.3730757,-8.4019954,https://goo.gl/maps/Q4egMEzdgP3jtiUH9,"Plaza de María Auxiliadora, 7, 15003 A Coruña","981102978,60757739 ",erangacoruna@fundacionjuans.org,www.fundacionjuans.org/teranga-galicia,Juan Soñador – Teranga,"Clases de castellano, orientación laboral, formación, clases de gallego",,دروس اللغة الإسبانية، توجيه وظيفي، تأهيل، دروس اللغة الغاليسية,,"Cours d'espagnol, orientation professionnelle, formation, cours de galicien",,"Job guidance, Spanish and Gallego classes, training",
41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43.3580873,-8.4169808,https://goo.gl/maps/or6seLP9HNdKqWcS9,"C/ Antonio Pereira, 15007 A Coruña",981184392,,,Biblioteca de la Sagrada Familia,Clases de castellano,,دروس اللغة الإسبانية,,Cours d'espagnol,,Spanish classes,
42,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,43.3577472,-8.4138176,https://goo.gl/maps/HquwB3JNcgXhwVAY7,"C/ Reyes Magos 8, bajo, 15007 A Coruña",981269839,caritascoruna@terra.es,www.caritascoruna.org,Cáritas,"información, clases de castellano",,معلومات، دروس اللغة الإسبانية,,"Information, cours d'espagnol",,"General information and guidance, Spanish classes",
43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43.3702857,-8.4241587,https://goo.gl/maps/KsfLZMiPehQ9ZiTg7,"C/ Educación, 3 (edificio de la UNED), 15011 A Coruña",881960901,,http://www.edu.xunta.gal/centros/epaeduardopondal ,Centro Eduardo Pondal,"Clases de castellano, clases de gallego, clases de alfabetización",,دروس اللغة الإسبانية، دروس اللغة الغاليسية، دروس محو الأمية,,"Cours d'espagnol, cours de galicien, cours d'alphabétisation",,"Spanish and gallego classes, literacy classes",
44,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43.3570694,-8.415531,https://goo.gl/maps/pT4PTmYC1WK9zQQPA,"C/ Alberto Datas Panero 12, 15007 A Coruña",981249221,,www.renacercoruna.org,Renacer,"Viviendas de emergencia, reparto de alimentos, clases de castellano, reparto de ropa",,منازل للطوارئ، توزيع الأغذية، دروس اللغة الإسبانية، توزيع الملابس,,"Logements d'urgence, distribution d'aliments,  cours d'espagnol, distribution de vêtements",,"Emergency accommodation, food, clothes and Spanish classes",
45,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43.3789497,-8.397656,https://goo.gl/maps/G6oKs3L4gd6DwQWN9,Plaza Luis Rodríguez Lago s/n 15002 A Coruña,981184200,,,Centro de baja exigencia Abeiro,Albergue de emergencia,,مأوى للطوارئ,,Auberge d'urgence,,Emergency accommodation,
46,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43.37204,-8.42611,https://goo.gl/maps/KSJBgZeSFy2DeFRn9,"Ronda de Outeiro 325, 15011 A Coruña",981901122,,www.padresrubinos.org,Padres Rubinos,"Duchas, comedor, albergue de emergencia, reparto de ropa, lavandería",,حمامات، مطعم، مأوى للطوارئ، توزيع الملابس، مغسلة,,"Douches, cantine sociale, distribution de vêtements, blanchisserie",,"Food, emergency accommodation, clothing, showers and laundry service",
